VariableName,VarUnits,SampleMedium,DataType,ValueType,TimeSupport,TimeUnits,Speciation,SiteName,SiteCode,Latitude,Longitude,GeneralCategory,NoDataValue
"Discharge, cubic feet per second",ft3/s,Surface water,Mean,Derived Value,1,Day,Not Applicable,"RIO GRANDE AT ISLETA LAKES NR ISLETA, NM",NWISDV:08330875,34.94666667,-106.6802778,Unknown,-999999
UTCTimeStamp,LocalTimestamp,UTCOffset,Value,MethodDescription,QualityControlLevel,ValueAccuracy,CensorCode,OffsetValue,OffsetDescription,OffsetUnit,Qualifier,QualifierDescription,SourceDescription,SourceLink,Citation
2008-05-03 07:00:00,2008-05-03 00:00:00,-7,3370,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-04 07:00:00,2008-05-04 00:00:00,-7,3480,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-05 07:00:00,2008-05-05 00:00:00,-7,3560,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-06 07:00:00,2008-05-06 00:00:00,-7,3570,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-07 07:00:00,2008-05-07 00:00:00,-7,3320,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-08 07:00:00,2008-05-08 00:00:00,-7,3310,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-09 07:00:00,2008-05-09 00:00:00,-7,3530,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-10 07:00:00,2008-05-10 00:00:00,-7,3660,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-11 07:00:00,2008-05-11 00:00:00,-7,3770,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-12 07:00:00,2008-05-12 00:00:00,-7,3730,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-13 07:00:00,2008-05-13 00:00:00,-7,3700,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-14 07:00:00,2008-05-14 00:00:00,-7,3410,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-15 07:00:00,2008-05-15 00:00:00,-7,3350,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-16 07:00:00,2008-05-16 00:00:00,-7,3380,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-17 07:00:00,2008-05-17 00:00:00,-7,3610,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-18 07:00:00,2008-05-18 00:00:00,-7,3370,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-19 07:00:00,2008-05-19 00:00:00,-7,2990,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-20 07:00:00,2008-05-20 00:00:00,-7,2900,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-21 07:00:00,2008-05-21 00:00:00,-7,2910,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-22 07:00:00,2008-05-22 00:00:00,-7,3390,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-23 07:00:00,2008-05-23 00:00:00,-7,4110,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-24 07:00:00,2008-05-24 00:00:00,-7,4870,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-25 07:00:00,2008-05-25 00:00:00,-7,5090,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-26 07:00:00,2008-05-26 00:00:00,-7,4950,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-27 07:00:00,2008-05-27 00:00:00,-7,4680,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-28 07:00:00,2008-05-28 00:00:00,-7,4290,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-29 07:00:00,2008-05-29 00:00:00,-7,3890,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-30 07:00:00,2008-05-30 00:00:00,-7,3700,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-05-31 07:00:00,2008-05-31 00:00:00,-7,4090,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-01 07:00:00,2008-06-01 00:00:00,-7,4330,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-02 07:00:00,2008-06-02 00:00:00,-7,4390,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-03 07:00:00,2008-06-03 00:00:00,-7,4310,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-04 07:00:00,2008-06-04 00:00:00,-7,4410,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-05 07:00:00,2008-06-05 00:00:00,-7,4410,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-06 07:00:00,2008-06-06 00:00:00,-7,4450,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-07 07:00:00,2008-06-07 00:00:00,-7,4500,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-08 07:00:00,2008-06-08 00:00:00,-7,4530,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-09 07:00:00,2008-06-09 00:00:00,-7,4990,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-10 07:00:00,2008-06-10 00:00:00,-7,4990,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-11 07:00:00,2008-06-11 00:00:00,-7,4100,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-12 07:00:00,2008-06-12 00:00:00,-7,3500,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-13 07:00:00,2008-06-13 00:00:00,-7,3430,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-14 07:00:00,2008-06-14 00:00:00,-7,3190,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-15 07:00:00,2008-06-15 00:00:00,-7,3140,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-16 07:00:00,2008-06-16 00:00:00,-7,3110,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-17 07:00:00,2008-06-17 00:00:00,-7,3110,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-18 07:00:00,2008-06-18 00:00:00,-7,2660,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-19 07:00:00,2008-06-19 00:00:00,-7,2510,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-20 07:00:00,2008-06-20 00:00:00,-7,2550,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-21 07:00:00,2008-06-21 00:00:00,-7,2510,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-22 07:00:00,2008-06-22 00:00:00,-7,2710,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-23 07:00:00,2008-06-23 00:00:00,-7,2660,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-24 07:00:00,2008-06-24 00:00:00,-7,2580,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-25 07:00:00,2008-06-25 00:00:00,-7,2300,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-26 07:00:00,2008-06-26 00:00:00,-7,2050,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-27 07:00:00,2008-06-27 00:00:00,-7,2010,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-28 07:00:00,2008-06-28 00:00:00,-7,2010,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-29 07:00:00,2008-06-29 00:00:00,-7,1880,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-06-30 07:00:00,2008-06-30 00:00:00,-7,1950,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-01 07:00:00,2008-07-01 00:00:00,-7,2070,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-02 07:00:00,2008-07-02 00:00:00,-7,2290,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-03 07:00:00,2008-07-03 00:00:00,-7,2010,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-04 07:00:00,2008-07-04 00:00:00,-7,1620,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-05 07:00:00,2008-07-05 00:00:00,-7,1270,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-06 07:00:00,2008-07-06 00:00:00,-7,900,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-07 07:00:00,2008-07-07 00:00:00,-7,1050,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-08 07:00:00,2008-07-08 00:00:00,-7,860,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-09 07:00:00,2008-07-09 00:00:00,-7,640,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-10 07:00:00,2008-07-10 00:00:00,-7,780,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-11 07:00:00,2008-07-11 00:00:00,-7,1050,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-12 07:00:00,2008-07-12 00:00:00,-7,1050,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-13 07:00:00,2008-07-13 00:00:00,-7,1060,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-14 07:00:00,2008-07-14 00:00:00,-7,989,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-15 07:00:00,2008-07-15 00:00:00,-7,925,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-16 07:00:00,2008-07-16 00:00:00,-7,763,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-17 07:00:00,2008-07-17 00:00:00,-7,703,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-18 07:00:00,2008-07-18 00:00:00,-7,800,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-19 07:00:00,2008-07-19 00:00:00,-7,859,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-20 07:00:00,2008-07-20 00:00:00,-7,737,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-21 07:00:00,2008-07-21 00:00:00,-7,884,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-22 07:00:00,2008-07-22 00:00:00,-7,909,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-23 07:00:00,2008-07-23 00:00:00,-7,831,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-24 07:00:00,2008-07-24 00:00:00,-7,627,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-25 07:00:00,2008-07-25 00:00:00,-7,480,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-26 07:00:00,2008-07-26 00:00:00,-7,458,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-27 07:00:00,2008-07-27 00:00:00,-7,448,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-28 07:00:00,2008-07-28 00:00:00,-7,433,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-29 07:00:00,2008-07-29 00:00:00,-7,425,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-30 07:00:00,2008-07-30 00:00:00,-7,436,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-07-31 07:00:00,2008-07-31 00:00:00,-7,468,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-01 07:00:00,2008-08-01 00:00:00,-7,525,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-02 07:00:00,2008-08-02 00:00:00,-7,552,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-03 07:00:00,2008-08-03 00:00:00,-7,574,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-04 07:00:00,2008-08-04 00:00:00,-7,591,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-05 07:00:00,2008-08-05 00:00:00,-7,692,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-06 07:00:00,2008-08-06 00:00:00,-7,1120,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-07 07:00:00,2008-08-07 00:00:00,-7,621,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-08 07:00:00,2008-08-08 00:00:00,-7,471,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-09 07:00:00,2008-08-09 00:00:00,-7,921,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-10 07:00:00,2008-08-10 00:00:00,-7,610,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-11 07:00:00,2008-08-11 00:00:00,-7,564,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-12 07:00:00,2008-08-12 00:00:00,-7,552,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-13 07:00:00,2008-08-13 00:00:00,-7,511,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-14 07:00:00,2008-08-14 00:00:00,-7,461,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-15 07:00:00,2008-08-15 00:00:00,-7,441,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-16 07:00:00,2008-08-16 00:00:00,-7,465,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-17 07:00:00,2008-08-17 00:00:00,-7,602,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-18 07:00:00,2008-08-18 00:00:00,-7,522,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-19 07:00:00,2008-08-19 00:00:00,-7,509,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-20 07:00:00,2008-08-20 00:00:00,-7,498,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-21 07:00:00,2008-08-21 00:00:00,-7,471,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-22 07:00:00,2008-08-22 00:00:00,-7,463,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-23 07:00:00,2008-08-23 00:00:00,-7,464,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-24 07:00:00,2008-08-24 00:00:00,-7,471,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-25 07:00:00,2008-08-25 00:00:00,-7,497,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-26 07:00:00,2008-08-26 00:00:00,-7,488,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-27 07:00:00,2008-08-27 00:00:00,-7,481,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-28 07:00:00,2008-08-28 00:00:00,-7,491,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-29 07:00:00,2008-08-29 00:00:00,-7,574,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-30 07:00:00,2008-08-30 00:00:00,-7,573,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-08-31 07:00:00,2008-08-31 00:00:00,-7,596,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-09-01 07:00:00,2008-09-01 00:00:00,-7,1220,unknown,Approved for publication -- Processing and review completed. | Value has been edited or estimated by USGS personnel and is write protected.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-09-02 07:00:00,2008-09-02 00:00:00,-7,946,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-09-03 07:00:00,2008-09-03 00:00:00,-7,670,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-09-04 07:00:00,2008-09-04 00:00:00,-7,566,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-09-05 07:00:00,2008-09-05 00:00:00,-7,503,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-09-06 07:00:00,2008-09-06 00:00:00,-7,472,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
2008-09-07 07:00:00,2008-09-07 00:00:00,-7,440,unknown,Approved for publication -- Processing and review completed.,0,nc,0,,,,,U.S. Geological Survey,http://waterservices.usgs.gov/,unknown
